lead_id,connector_id,region,segment,product,lead_date,approved,disbursed,tat_days,disbursal_amount
LD12619,CN1028,Mumbai,Aggregator,LAP,2026-03-19,True,True,23.0,1195000.0
LD12620,CN1010,Pune,Digital Partner,Home Loan,2026-05-30,True,True,15.0,1068000.0
LD12621,CN1004,Chennai,Direct Sales,Personal Loan,2026-03-14,False,False,,0.0
LD12622,CN1014,Delhi NCR,Aggregator,Business Loan,2026-03-02,True,True,14.0,1537000.0
LD12623,CN1016,Hyderabad,Aggregator,Personal Loan,2026-01-25,True,True,5.0,1448000.0
LD12624,CN1008,Bangalore,Digital Partner,Home Loan,2026-02-10,False,False,,0.0
LD12625,CN1048,Mumbai,Digital Partner,Business Loan,2026-05-21,True,True,15.0,2256000.0
LD12626,CN1031,Delhi NCR,Direct Sales,LAP,2026-03-23,False,False,,0.0
LD12627,CN1038,Pune,Digital Partner,Personal Loan,2026-03-23,True,True,9.0,2155000.0
LD12628,CN1048,Mumbai,Digital Partner,Business Loan,2026-04-29,True,False,7.0,0.0
LD12629,CN1059,Pune,DSA,Home Loan,2026-04-13,True,True,12.0,1919000.0
LD12630,CN1014,Delhi NCR,Aggregator,Home Loan,2026-01-26,True,True,15.0,1055000.0
LD12631,CN1041,Bangalore,DSA,Personal Loan,2026-02-27,True,True,4.0,1519000.0
LD12632,CN1048,Mumbai,Digital Partner,Business Loan,2026-01-06,True,True,20.0,1582000.0
LD12633,CN1022,Pune,Aggregator,Personal Loan,2026-04-05,True,True,22.0,1004000.0
LD12634,CN1046,Delhi NCR,Aggregator,Home Loan,2026-02-11,True,True,9.0,479000.0
LD12635,CN1009,Chennai,Aggregator,Home Loan,2026-03-24,True,True,2.0,557000.0
LD12636,CN1045,Mumbai,Digital Partner,Business Loan,2026-04-28,True,True,9.0,2002000.0
LD12637,CN1022,Pune,Aggregator,Business Loan,2026-05-09,False,False,,0.0
LD12638,CN1059,Pune,DSA,LAP,2026-02-10,True,True,4.0,67000.0
LD12639,CN1040,Mumbai,Digital Partner,Personal Loan,2026-04-15,False,False,,0.0
LD12640,CN1053,Mumbai,DSA,Business Loan,2026-04-09,True,True,10.0,2214000.0
LD12641,CN1036,Hyderabad,DSA,Personal Loan,2026-05-17,False,False,,0.0
LD12642,CN1040,Mumbai,Digital Partner,Business Loan,2026-05-04,False,False,,0.0
LD12643,CN1040,Mumbai,Digital Partner,Personal Loan,2026-03-16,False,False,,0.0
LD12644,CN1046,Delhi NCR,Aggregator,Personal Loan,2026-04-04,True,False,22.0,0.0
LD12645,CN1054,Delhi NCR,Direct Sales,Business Loan,2026-04-20,False,False,,0.0
LD12646,CN1008,Bangalore,Digital Partner,Personal Loan,2026-02-07,False,False,,0.0
LD12647,CN1022,Pune,Aggregator,Personal Loan,2026-02-13,True,True,6.0,2287000.0
LD12648,CN1006,Bangalore,Aggregator,Business Loan,2026-02-23,True,True,24.0,231000.0
LD12649,CN1059,Pune,DSA,Business Loan,2026-03-04,False,False,,0.0
LD12650,CN1037,Bangalore,Aggregator,LAP,2026-03-17,False,False,,0.0
LD12651,CN1023,Delhi NCR,Digital Partner,LAP,2026-04-26,False,False,,0.0
LD12652,CN1047,Pune,DSA,LAP,2026-01-10,False,False,,0.0
LD12653,CN1007,Bangalore,DSA,Home Loan,2026-05-14,True,True,13.0,1431000.0
LD12654,CN1046,Delhi NCR,Aggregator,LAP,2026-03-20,False,False,,0.0
LD12655,CN1051,Delhi NCR,DSA,Home Loan,2026-05-26,True,True,16.0,1700000.0
LD12656,CN1050,Hyderabad,Digital Partner,Home Loan,2026-02-02,True,True,14.0,680000.0
LD12657,CN1006,Bangalore,Aggregator,Home Loan,2026-01-08,False,False,,0.0
LD12658,CN1038,Pune,Digital Partner,LAP,2026-02-07,True,True,25.0,1296000.0
LD12659,CN1001,Chennai,Digital Partner,Business Loan,2026-05-03,False,False,,0.0
LD12660,CN1010,Pune,Digital Partner,Home Loan,2026-03-30,True,True,18.0,820000.0
LD12661,CN1042,Chennai,Aggregator,LAP,2026-04-07,False,False,,0.0
LD12662,CN1010,Pune,Digital Partner,Business Loan,2026-02-13,False,False,,0.0
LD12663,CN1043,Bangalore,Direct Sales,Business Loan,2026-02-14,True,True,23.0,2370000.0
LD12664,CN1041,Bangalore,DSA,LAP,2026-02-27,True,True,10.0,1541000.0
LD12665,CN1055,Chennai,DSA,Personal Loan,2026-02-20,True,True,22.0,2270000.0
LD12666,CN1000,Pune,Direct Sales,Home Loan,2026-02-21,True,True,22.0,292000.0
LD12667,CN1030,Bangalore,Digital Partner,LAP,2026-05-10,True,True,19.0,2124000.0
LD12668,CN1008,Bangalore,Digital Partner,Personal Loan,2026-01-15,True,True,9.0,677000.0
LD12669,CN1022,Pune,Aggregator,Home Loan,2026-03-04,True,True,7.0,149000.0
LD12670,CN1021,Mumbai,Aggregator,LAP,2026-05-22,True,True,25.0,2085000.0
LD12671,CN1048,Mumbai,Digital Partner,Personal Loan,2026-02-03,True,True,9.0,648000.0
LD12672,CN1035,Hyderabad,Digital Partner,Business Loan,2026-04-29,True,False,3.0,0.0
LD12673,CN1015,Pune,Aggregator,LAP,2026-01-19,True,True,4.0,1216000.0
LD12674,CN1050,Hyderabad,Digital Partner,Personal Loan,2026-05-19,True,True,11.0,1445000.0
LD12675,CN1051,Delhi NCR,DSA,Business Loan,2026-01-29,False,False,,0.0
LD12676,CN1035,Hyderabad,Digital Partner,Business Loan,2026-02-19,True,True,16.0,2481000.0
LD12677,CN1014,Delhi NCR,Aggregator,LAP,2026-04-15,False,False,,0.0
LD12678,CN1050,Hyderabad,Digital Partner,Business Loan,2026-02-15,True,True,11.0,2381000.0
LD12679,CN1050,Hyderabad,Digital Partner,LAP,2026-03-09,False,False,,0.0
LD12680,CN1031,Delhi NCR,Direct Sales,Home Loan,2026-03-29,True,True,11.0,1584000.0
LD12681,CN1008,Bangalore,Digital Partner,Personal Loan,2026-02-16,True,True,18.0,1203000.0
LD12682,CN1057,Pune,DSA,Home Loan,2026-02-15,True,True,11.0,282000.0
LD12683,CN1039,Pune,DSA,Business Loan,2026-03-29,True,True,7.0,524000.0
LD12684,CN1003,Chennai,Digital Partner,Personal Loan,2026-03-01,True,True,12.0,1928000.0
LD12685,CN1009,Chennai,Aggregator,Business Loan,2026-01-27,False,False,,0.0
LD12686,CN1004,Chennai,Direct Sales,Home Loan,2026-05-27,False,False,,0.0
LD12687,CN1016,Hyderabad,Aggregator,LAP,2026-02-10,True,True,7.0,2138000.0
LD12688,CN1002,Bangalore,DSA,Home Loan,2026-03-25,False,False,,0.0
LD12689,CN1009,Chennai,Aggregator,Business Loan,2026-04-17,False,False,,0.0
LD12690,CN1004,Chennai,Direct Sales,LAP,2026-02-28,False,False,,0.0
LD12691,CN1023,Delhi NCR,Digital Partner,Business Loan,2026-03-19,True,True,25.0,917000.0
LD12692,CN1029,Bangalore,Direct Sales,LAP,2026-04-26,True,True,15.0,64000.0
LD12693,CN1023,Delhi NCR,Digital Partner,Business Loan,2026-01-15,False,False,,0.0
LD12694,CN1034,Hyderabad,Direct Sales,LAP,2026-02-05,False,False,,0.0
LD12695,CN1050,Hyderabad,Digital Partner,LAP,2026-01-05,False,False,,0.0
LD12696,CN1056,Delhi NCR,DSA,Home Loan,2026-02-23,False,False,,0.0
LD12697,CN1015,Pune,Aggregator,LAP,2026-03-17,False,False,,0.0
LD12698,CN1015,Pune,Aggregator,Personal Loan,2026-03-24,True,True,19.0,1422000.0
LD12699,CN1056,Delhi NCR,DSA,Home Loan,2026-02-25,True,True,10.0,312000.0
LD12700,CN1058,Pune,Direct Sales,Home Loan,2026-02-11,True,True,25.0,1503000.0
LD12701,CN1051,Delhi NCR,DSA,Personal Loan,2026-04-10,False,False,,0.0
LD12702,CN1051,Delhi NCR,DSA,Business Loan,2026-03-05,True,True,14.0,195000.0
LD12703,CN1001,Chennai,Digital Partner,Personal Loan,2026-03-29,True,True,11.0,322000.0
LD12704,CN1040,Mumbai,Digital Partner,Home Loan,2026-01-19,True,True,15.0,2070000.0
LD12705,CN1018,Delhi NCR,Aggregator,Home Loan,2026-05-31,True,True,4.0,1124000.0
LD12706,CN1030,Bangalore,Digital Partner,LAP,2026-05-27,True,True,19.0,1351000.0
LD12707,CN1013,Chennai,Aggregator,LAP,2026-01-06,True,True,24.0,1793000.0
LD12708,CN1053,Mumbai,DSA,LAP,2026-04-03,False,False,,0.0
LD12709,CN1035,Hyderabad,Digital Partner,Business Loan,2026-02-24,True,True,16.0,937000.0
LD12710,CN1031,Delhi NCR,Direct Sales,Home Loan,2026-03-08,True,True,2.0,394000.0
LD12711,CN1040,Mumbai,Digital Partner,Business Loan,2026-04-20,True,True,3.0,2088000.0
LD12712,CN1054,Delhi NCR,Direct Sales,Personal Loan,2026-05-12,True,True,3.0,2401000.0
LD12713,CN1017,Hyderabad,Digital Partner,LAP,2026-05-18,True,True,22.0,214000.0
LD12714,CN1009,Chennai,Aggregator,Personal Loan,2026-05-25,True,True,5.0,1353000.0
LD12715,CN1008,Bangalore,Digital Partner,Personal Loan,2026-05-27,False,False,,0.0
LD12716,CN1011,Bangalore,Digital Partner,Home Loan,2026-01-19,False,False,,0.0
LD12717,CN1006,Bangalore,Aggregator,Business Loan,2026-03-12,True,False,25.0,0.0
LD12718,CN1035,Hyderabad,Digital Partner,Home Loan,2026-03-26,True,True,12.0,1162000.0
LD12719,CN1013,Chennai,Aggregator,Business Loan,2026-01-06,False,False,,0.0
LD12720,CN1000,Pune,Direct Sales,LAP,2026-01-02,True,True,2.0,602000.0
LD12721,CN1037,Bangalore,Aggregator,Business Loan,2026-02-08,True,True,23.0,1931000.0
LD12722,CN1045,Mumbai,Digital Partner,Business Loan,2026-02-21,False,False,,0.0
LD12723,CN1021,Mumbai,Aggregator,LAP,2026-05-28,True,True,8.0,806000.0
LD12724,CN1041,Bangalore,DSA,Personal Loan,2026-01-07,True,False,3.0,0.0
LD12725,CN1008,Bangalore,Digital Partner,Home Loan,2026-05-19,True,True,12.0,2325000.0
LD12726,CN1055,Chennai,DSA,Home Loan,2026-02-21,True,True,10.0,621000.0
LD12727,CN1013,Chennai,Aggregator,Home Loan,2026-04-01,True,False,16.0,0.0
LD12728,CN1015,Pune,Aggregator,Personal Loan,2026-04-07,True,False,25.0,0.0
LD12729,CN1050,Hyderabad,Digital Partner,Home Loan,2026-04-08,True,True,8.0,554000.0
LD12730,CN1006,Bangalore,Aggregator,Business Loan,2026-02-01,True,True,20.0,1825000.0
LD12731,CN1043,Bangalore,Direct Sales,Personal Loan,2026-02-11,False,False,,0.0
LD12732,CN1037,Bangalore,Aggregator,Personal Loan,2026-05-06,False,False,,0.0
LD12733,CN1006,Bangalore,Aggregator,LAP,2026-03-23,True,True,4.0,2009000.0
LD12734,CN1008,Bangalore,Digital Partner,LAP,2026-05-03,True,True,16.0,90000.0
LD12735,CN1006,Bangalore,Aggregator,Business Loan,2026-04-18,True,False,13.0,0.0
LD12736,CN1058,Pune,Direct Sales,LAP,2026-03-21,False,False,,0.0
LD12737,CN1006,Bangalore,Aggregator,Business Loan,2026-03-18,True,True,22.0,1627000.0
LD12738,CN1003,Chennai,Digital Partner,Business Loan,2026-05-01,True,False,25.0,0.0
LD12739,CN1045,Mumbai,Digital Partner,LAP,2026-01-12,True,True,20.0,73000.0
LD12740,CN1019,Pune,DSA,Home Loan,2026-02-05,False,False,,0.0
LD12741,CN1026,Pune,Aggregator,Personal Loan,2026-01-16,False,False,,0.0
LD12742,CN1007,Bangalore,DSA,Home Loan,2026-03-17,True,True,7.0,1077000.0
LD12743,CN1037,Bangalore,Aggregator,Home Loan,2026-05-13,False,False,,0.0
LD12744,CN1046,Delhi NCR,Aggregator,Home Loan,2026-04-04,False,False,,0.0
LD12745,CN1002,Bangalore,DSA,Personal Loan,2026-02-11,True,True,14.0,1582000.0
LD12746,CN1006,Bangalore,Aggregator,LAP,2026-03-24,True,True,2.0,2228000.0
LD12747,CN1016,Hyderabad,Aggregator,Personal Loan,2026-02-06,False,False,,0.0
LD12748,CN1023,Delhi NCR,Digital Partner,Personal Loan,2026-05-19,True,True,18.0,466000.0
LD12749,CN1059,Pune,DSA,Personal Loan,2026-01-04,True,True,15.0,2471000.0
LD12750,CN1010,Pune,Digital Partner,Personal Loan,2026-05-02,True,True,19.0,1129000.0
LD12751,CN1047,Pune,DSA,Personal Loan,2026-03-21,True,False,10.0,0.0
LD12752,CN1058,Pune,Direct Sales,Home Loan,2026-03-24,False,False,,0.0
LD12753,CN1015,Pune,Aggregator,LAP,2026-01-25,True,True,20.0,531000.0
LD12754,CN1049,Pune,Digital Partner,Home Loan,2026-05-12,True,False,9.0,0.0
LD12755,CN1007,Bangalore,DSA,Personal Loan,2026-01-25,False,False,,0.0
LD12756,CN1002,Bangalore,DSA,LAP,2026-01-27,True,True,25.0,1665000.0
LD12757,CN1004,Chennai,Direct Sales,LAP,2026-04-29,False,False,,0.0
LD12758,CN1032,Pune,Digital Partner,LAP,2026-02-03,True,True,6.0,1469000.0
LD12759,CN1019,Pune,DSA,Personal Loan,2026-04-09,True,True,7.0,85000.0
LD12760,CN1005,Delhi NCR,Direct Sales,Personal Loan,2026-03-02,True,True,20.0,1228000.0
LD12761,CN1056,Delhi NCR,DSA,LAP,2026-02-18,True,True,20.0,1044000.0
LD12762,CN1026,Pune,Aggregator,Home Loan,2026-04-27,False,False,,0.0
LD12763,CN1050,Hyderabad,Digital Partner,Business Loan,2026-01-31,False,False,,0.0
LD12764,CN1027,Mumbai,Digital Partner,LAP,2026-03-28,False,False,,0.0
LD12765,CN1028,Mumbai,Aggregator,Home Loan,2026-03-07,True,False,19.0,0.0
LD12766,CN1018,Delhi NCR,Aggregator,Business Loan,2026-01-25,False,False,,0.0
LD12767,CN1024,Hyderabad,Aggregator,LAP,2026-05-13,True,True,15.0,1624000.0
LD12768,CN1049,Pune,Digital Partner,Home Loan,2026-01-25,True,True,5.0,345000.0
LD12769,CN1059,Pune,DSA,LAP,2026-02-02,False,False,,0.0
LD12770,CN1040,Mumbai,Digital Partner,LAP,2026-04-26,True,False,4.0,0.0
LD12771,CN1039,Pune,DSA,Home Loan,2026-04-12,False,False,,0.0
LD12772,CN1039,Pune,DSA,Home Loan,2026-02-06,False,False,,0.0
LD12773,CN1011,Bangalore,Digital Partner,Home Loan,2026-01-05,True,True,18.0,1522000.0
LD12774,CN1058,Pune,Direct Sales,Home Loan,2026-05-25,False,False,,0.0
LD12775,CN1041,Bangalore,DSA,Personal Loan,2026-05-17,True,True,18.0,459000.0
LD12776,CN1027,Mumbai,Digital Partner,Home Loan,2026-01-26,False,False,,0.0
LD12777,CN1047,Pune,DSA,Home Loan,2026-02-08,True,False,15.0,0.0
LD12778,CN1003,Chennai,Digital Partner,Home Loan,2026-03-13,True,False,14.0,0.0
LD12779,CN1052,Delhi NCR,DSA,LAP,2026-04-10,False,False,,0.0
LD12780,CN1039,Pune,DSA,Business Loan,2026-05-02,True,True,11.0,51000.0
LD12781,CN1011,Bangalore,Digital Partner,LAP,2026-05-23,False,False,,0.0
LD12782,CN1012,Hyderabad,Aggregator,Home Loan,2026-01-18,True,True,6.0,1228000.0
LD12783,CN1030,Bangalore,Digital Partner,Home Loan,2026-03-04,True,True,15.0,1008000.0
LD12784,CN1045,Mumbai,Digital Partner,Home Loan,2026-03-05,False,False,,0.0
LD12785,CN1004,Chennai,Direct Sales,Personal Loan,2026-02-27,False,False,,0.0
LD12786,CN1056,Delhi NCR,DSA,LAP,2026-02-05,False,False,,0.0
LD12787,CN1045,Mumbai,Digital Partner,Personal Loan,2026-05-30,False,False,,0.0
LD12788,CN1013,Chennai,Aggregator,Home Loan,2026-02-22,False,False,,0.0
LD12789,CN1043,Bangalore,Direct Sales,LAP,2026-03-25,True,True,11.0,1334000.0
LD12790,CN1051,Delhi NCR,DSA,Business Loan,2026-03-01,False,False,,0.0
LD12791,CN1015,Pune,Aggregator,LAP,2026-02-01,False,False,,0.0
LD12792,CN1026,Pune,Aggregator,Business Loan,2026-02-09,True,False,25.0,0.0
LD12793,CN1055,Chennai,DSA,LAP,2026-03-11,False,False,,0.0
LD12794,CN1023,Delhi NCR,Digital Partner,Personal Loan,2026-04-08,False,False,,0.0
LD12795,CN1035,Hyderabad,Digital Partner,LAP,2026-01-29,True,True,7.0,2197000.0
LD12796,CN1047,Pune,DSA,Business Loan,2026-03-16,True,True,25.0,1528000.0
LD12797,CN1010,Pune,Digital Partner,LAP,2026-03-03,False,False,,0.0
LD12798,CN1034,Hyderabad,Direct Sales,Business Loan,2026-04-21,True,True,10.0,2114000.0
LD12799,CN1001,Chennai,Digital Partner,LAP,2026-03-06,False,False,,0.0
LD12800,CN1002,Bangalore,DSA,LAP,2026-04-18,False,False,,0.0
LD12801,CN1012,Hyderabad,Aggregator,LAP,2026-04-02,True,True,17.0,645000.0
LD12802,CN1005,Delhi NCR,Direct Sales,Business Loan,2026-02-26,True,True,5.0,2493000.0
LD12803,CN1030,Bangalore,Digital Partner,Business Loan,2026-05-24,True,True,21.0,1321000.0
LD12804,CN1009,Chennai,Aggregator,Business Loan,2026-01-11,False,False,,0.0
LD12805,CN1001,Chennai,Digital Partner,Personal Loan,2026-05-28,True,False,9.0,0.0
LD12806,CN1044,Chennai,DSA,LAP,2026-05-29,False,False,,0.0
LD12807,CN1029,Bangalore,Direct Sales,Business Loan,2026-04-11,False,False,,0.0
LD12808,CN1039,Pune,DSA,Personal Loan,2026-03-30,True,True,16.0,1455000.0
LD12809,CN1030,Bangalore,Digital Partner,Personal Loan,2026-04-13,False,False,,0.0
LD12810,CN1054,Delhi NCR,Direct Sales,Business Loan,2026-01-07,True,True,22.0,2368000.0
LD12811,CN1032,Pune,Digital Partner,Personal Loan,2026-03-16,False,False,,0.0
LD12812,CN1031,Delhi NCR,Direct Sales,Personal Loan,2026-04-27,False,False,,0.0
LD12813,CN1006,Bangalore,Aggregator,LAP,2026-04-02,False,False,,0.0
LD12814,CN1006,Bangalore,Aggregator,LAP,2026-04-01,False,False,,0.0
LD12815,CN1025,Chennai,Aggregator,Home Loan,2026-03-12,False,False,,0.0
LD12816,CN1036,Hyderabad,DSA,Personal Loan,2026-03-25,True,False,10.0,0.0
LD12817,CN1054,Delhi NCR,Direct Sales,Home Loan,2026-02-23,True,False,22.0,0.0
LD12818,CN1020,Chennai,Direct Sales,LAP,2026-04-13,False,False,,0.0
LD12819,CN1018,Delhi NCR,Aggregator,Home Loan,2026-05-08,False,False,,0.0
LD12820,CN1004,Chennai,Direct Sales,LAP,2026-04-01,False,False,,0.0
LD12821,CN1030,Bangalore,Digital Partner,Home Loan,2026-03-23,False,False,,0.0
LD12822,CN1031,Delhi NCR,Direct Sales,Personal Loan,2026-01-24,True,True,17.0,1617000.0
LD12823,CN1008,Bangalore,Digital Partner,Business Loan,2026-02-21,True,True,13.0,876000.0
LD12824,CN1016,Hyderabad,Aggregator,Business Loan,2026-04-03,False,False,,0.0
LD12825,CN1036,Hyderabad,DSA,Home Loan,2026-03-24,True,True,11.0,2277000.0
LD12826,CN1035,Hyderabad,Digital Partner,LAP,2026-05-24,True,True,24.0,236000.0
LD12827,CN1052,Delhi NCR,DSA,Personal Loan,2026-01-24,False,False,,0.0
LD12828,CN1019,Pune,DSA,Business Loan,2026-03-09,True,True,13.0,1022000.0
LD12829,CN1050,Hyderabad,Digital Partner,Business Loan,2026-01-27,False,False,,0.0
LD12830,CN1037,Bangalore,Aggregator,LAP,2026-05-26,False,False,,0.0
LD12831,CN1009,Chennai,Aggregator,LAP,2026-02-27,False,False,,0.0
LD12832,CN1000,Pune,Direct Sales,Personal Loan,2026-03-04,True,True,10.0,115000.0
LD12833,CN1051,Delhi NCR,DSA,Home Loan,2026-02-26,True,True,22.0,2038000.0
LD12834,CN1020,Chennai,Direct Sales,Home Loan,2026-01-04,True,False,21.0,0.0
LD12835,CN1049,Pune,Digital Partner,Business Loan,2026-04-23,True,True,20.0,521000.0
LD12836,CN1042,Chennai,Aggregator,Home Loan,2026-05-13,False,False,,0.0
LD12837,CN1032,Pune,Digital Partner,Business Loan,2026-03-08,False,False,,0.0
LD12838,CN1014,Delhi NCR,Aggregator,LAP,2026-03-09,True,True,9.0,834000.0
LD12839,CN1055,Chennai,DSA,LAP,2026-01-20,False,False,,0.0
LD12840,CN1008,Bangalore,Digital Partner,Home Loan,2026-03-24,False,False,,0.0
LD12841,CN1059,Pune,DSA,Home Loan,2026-05-18,True,True,18.0,1785000.0
LD12842,CN1050,Hyderabad,Digital Partner,LAP,2026-01-27,False,False,,0.0
LD12843,CN1025,Chennai,Aggregator,Home Loan,2026-03-31,False,False,,0.0
LD12844,CN1019,Pune,DSA,Home Loan,2026-04-30,True,True,16.0,1566000.0
LD12845,CN1020,Chennai,Direct Sales,Business Loan,2026-04-22,True,False,2.0,0.0
LD12846,CN1032,Pune,Digital Partner,Business Loan,2026-05-24,False,False,,0.0
LD12847,CN1023,Delhi NCR,Digital Partner,LAP,2026-05-03,False,False,,0.0
LD12848,CN1058,Pune,Direct Sales,Home Loan,2026-01-17,False,False,,0.0
LD12849,CN1033,Pune,Aggregator,Personal Loan,2026-03-12,False,False,,0.0
LD12850,CN1024,Hyderabad,Aggregator,Personal Loan,2026-05-06,True,True,6.0,2466000.0
LD12851,CN1033,Pune,Aggregator,Home Loan,2026-04-26,True,True,11.0,860000.0
LD12852,CN1049,Pune,Digital Partner,Business Loan,2026-02-06,False,False,,0.0
LD12853,CN1038,Pune,Digital Partner,LAP,2026-01-02,False,False,,0.0
LD12854,CN1059,Pune,DSA,Personal Loan,2026-04-02,True,True,4.0,1554000.0
LD12855,CN1004,Chennai,Direct Sales,Business Loan,2026-02-11,False,False,,0.0
LD12856,CN1040,Mumbai,Digital Partner,Home Loan,2026-02-15,False,False,,0.0
LD12857,CN1008,Bangalore,Digital Partner,Personal Loan,2026-05-07,False,False,,0.0
LD12858,CN1033,Pune,Aggregator,LAP,2026-01-23,True,True,24.0,2375000.0
LD12859,CN1023,Delhi NCR,Digital Partner,Business Loan,2026-04-15,True,True,12.0,498000.0
LD12860,CN1012,Hyderabad,Aggregator,LAP,2026-04-01,True,True,10.0,1274000.0
LD12861,CN1017,Hyderabad,Digital Partner,Home Loan,2026-03-08,True,True,22.0,1601000.0
LD12862,CN1004,Chennai,Direct Sales,LAP,2026-04-26,False,False,,0.0
LD12863,CN1037,Bangalore,Aggregator,LAP,2026-01-06,False,False,,0.0
LD12864,CN1023,Delhi NCR,Digital Partner,Personal Loan,2026-05-23,True,True,7.0,54000.0
LD12865,CN1005,Delhi NCR,Direct Sales,Personal Loan,2026-01-02,True,True,20.0,1430000.0
LD12866,CN1025,Chennai,Aggregator,Personal Loan,2026-02-14,True,True,7.0,1361000.0
LD12867,CN1021,Mumbai,Aggregator,LAP,2026-01-25,False,False,,0.0
LD12868,CN1049,Pune,Digital Partner,Home Loan,2026-04-06,True,False,24.0,0.0
LD12869,CN1001,Chennai,Digital Partner,Home Loan,2026-05-10,True,True,2.0,1574000.0
LD12870,CN1035,Hyderabad,Digital Partner,Personal Loan,2026-03-21,False,False,,0.0
LD12871,CN1052,Delhi NCR,DSA,Personal Loan,2026-03-31,False,False,,0.0
LD12872,CN1021,Mumbai,Aggregator,Home Loan,2026-01-26,True,True,21.0,2304000.0
LD12873,CN1007,Bangalore,DSA,Business Loan,2026-05-21,False,False,,0.0
LD12874,CN1050,Hyderabad,Digital Partner,Business Loan,2026-01-30,False,False,,0.0
LD12875,CN1044,Chennai,DSA,Personal Loan,2026-03-28,True,True,17.0,511000.0
LD12876,CN1026,Pune,Aggregator,Business Loan,2026-01-11,True,False,17.0,0.0
LD12877,CN1011,Bangalore,Digital Partner,Personal Loan,2026-05-14,True,True,18.0,1429000.0
LD12878,CN1016,Hyderabad,Aggregator,Business Loan,2026-05-20,False,False,,0.0
LD12879,CN1034,Hyderabad,Direct Sales,LAP,2026-03-24,True,True,11.0,2363000.0
LD12880,CN1007,Bangalore,DSA,Business Loan,2026-04-14,True,True,2.0,1254000.0
LD12881,CN1014,Delhi NCR,Aggregator,LAP,2026-05-24,True,True,17.0,2481000.0
LD12882,CN1009,Chennai,Aggregator,LAP,2026-01-15,False,False,,0.0
LD12883,CN1025,Chennai,Aggregator,Personal Loan,2026-02-18,False,False,,0.0
LD12884,CN1037,Bangalore,Aggregator,LAP,2026-05-31,False,False,,0.0
LD12885,CN1019,Pune,DSA,Home Loan,2026-03-22,False,False,,0.0
LD12886,CN1041,Bangalore,DSA,Personal Loan,2026-01-13,False,False,,0.0
LD12887,CN1020,Chennai,Direct Sales,Business Loan,2026-02-18,True,True,23.0,2191000.0
LD12888,CN1045,Mumbai,Digital Partner,Home Loan,2026-05-11,True,True,8.0,292000.0
LD12889,CN1036,Hyderabad,DSA,Home Loan,2026-02-26,False,False,,0.0
LD12890,CN1037,Bangalore,Aggregator,Personal Loan,2026-02-22,True,True,21.0,88000.0
LD12891,CN1025,Chennai,Aggregator,Business Loan,2026-02-22,False,False,,0.0
LD12892,CN1029,Bangalore,Direct Sales,Personal Loan,2026-03-16,True,True,12.0,2462000.0
LD12893,CN1016,Hyderabad,Aggregator,Business Loan,2026-02-28,True,True,3.0,432000.0
LD12894,CN1008,Bangalore,Digital Partner,Home Loan,2026-03-08,False,False,,0.0
LD12895,CN1010,Pune,Digital Partner,Business Loan,2026-05-27,False,False,,0.0
LD12896,CN1033,Pune,Aggregator,LAP,2026-02-22,False,False,,0.0
LD12897,CN1001,Chennai,Digital Partner,LAP,2026-04-15,False,False,,0.0
LD12898,CN1012,Hyderabad,Aggregator,Business Loan,2026-04-16,True,True,8.0,2051000.0
LD12899,CN1047,Pune,DSA,Business Loan,2026-03-06,True,True,14.0,152000.0
LD12900,CN1008,Bangalore,Digital Partner,Business Loan,2026-02-02,False,False,,0.0
LD12901,CN1046,Delhi NCR,Aggregator,Home Loan,2026-01-19,False,False,,0.0
LD12902,CN1030,Bangalore,Digital Partner,Personal Loan,2026-02-10,False,False,,0.0
LD12903,CN1055,Chennai,DSA,Business Loan,2026-01-18,True,True,25.0,678000.0
LD12904,CN1000,Pune,Direct Sales,Business Loan,2026-03-14,True,True,20.0,691000.0
LD12905,CN1027,Mumbai,Digital Partner,Personal Loan,2026-04-12,False,False,,0.0
LD12906,CN1039,Pune,DSA,Home Loan,2026-01-23,True,True,6.0,1320000.0
LD12907,CN1046,Delhi NCR,Aggregator,Personal Loan,2026-05-01,True,True,3.0,2091000.0
LD12908,CN1002,Bangalore,DSA,Home Loan,2026-01-22,False,False,,0.0
LD12909,CN1033,Pune,Aggregator,Personal Loan,2026-03-03,True,True,25.0,400000.0
LD12910,CN1058,Pune,Direct Sales,Personal Loan,2026-05-09,False,False,,0.0
LD12911,CN1004,Chennai,Direct Sales,Home Loan,2026-02-23,False,False,,0.0
LD12912,CN1000,Pune,Direct Sales,Personal Loan,2026-05-26,True,True,10.0,2309000.0
LD12913,CN1008,Bangalore,Digital Partner,LAP,2026-04-29,True,True,14.0,981000.0
LD12914,CN1010,Pune,Digital Partner,LAP,2026-05-10,True,True,8.0,873000.0
LD12915,CN1047,Pune,DSA,Business Loan,2026-01-07,False,False,,0.0
LD12916,CN1011,Bangalore,Digital Partner,Personal Loan,2026-03-04,True,True,7.0,401000.0
LD12917,CN1010,Pune,Digital Partner,LAP,2026-01-15,True,True,18.0,1359000.0
LD12918,CN1003,Chennai,Digital Partner,Home Loan,2026-03-24,True,True,5.0,1727000.0
LD12919,CN1018,Delhi NCR,Aggregator,Personal Loan,2026-04-08,True,True,14.0,1933000.0
LD12920,CN1051,Delhi NCR,DSA,Personal Loan,2026-02-27,False,False,,0.0
LD12921,CN1053,Mumbai,DSA,Personal Loan,2026-05-25,True,True,17.0,2346000.0
